,Activity,Type,Unit,kg CO2e
0,Ferry,Foot passenger,passenger.km,0.018710813959731544
1,Ferry,Car passenger,passenger.km,0.1293288754362416
2,Ferry,Average (all passenger),passenger.km,0.11269808080536912
